tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561947727,""['780771.5313309543', '773825.195105454', '774906.2465104201', '773722.892493415']"",""['6613001.84499244', '6616411.285798335', '6614151.533522831', '6616909.29929601']"",""['50.9531', '50.97239', '50.959605625', '50.975207']"",""['7.01379', '6.95139', '6.96110125', '6.950471']"""
"1561947728,""['780771.5313309543', '773825.195105454', '774910.5601406883', '773721.0000620716']"",""['6613001.84499244', '6616411.285798335', '6614151.423063709', '6616909.476089969']"",""['50.9531', '50.97239', '50.959604999999996', '50.975207999999995']"",""['7.01379', '6.95139', '6.96114', '6.950454000000001']"""
"1561947729,""['780771.5313309543', '773825.195105454', '774914.8737709565', '773719.107630728']"",""['6613001.84499244', '6616411.285798335', '6614151.3126045875', '6616909.652883928']"",""['50.9531', '50.97239', '50.959604375', '50.975209']"",""['7.01379', '6.95139', '6.96117875', '6.950437']"""
"1561947730,""['780771.5313309543', '773825.195105454', '774919.1874012249', '773717.2151993846']"",""['6613001.84499244', '6616411.285798335', '6614151.202145467', '6616909.829677886']"",""['50.9531', '50.97239', '50.95960375', '50.97521']"",""['7.01379', '6.95139', '6.9612175', '6.95042']"""
"1561947731,""['780771.5313309543', '773825.195105454', '774923.5010314931', '773709.4228350291']"",""['6613001.84499244', '6616411.285798335', '6614151.091686345', '6616909.476090007']"",""['50.9531', '50.97239', '50.959603125', '50.975207999999995']"",""['7.01379', '6.95139', '6.96125625', '6.95035']"""
"1561947732,""['780771.5313309543', '773825.195105454', '774927.8146617613', '773701.6304706736']"",""['6613001.84499244', '6616411.285798335', '6614150.981227223', '6616909.122502129']"",""['50.9531', '50.97239', '50.9596025', '50.975206']"",""['7.01379', '6.95139', '6.961295', '6.95028']"""
"1561947733,""['780771.5313309543', '773825.195105454', '774932.1282920295', '773693.838106318']"",""['6613001.84499244', '6616411.285798335', '6614150.870768102', '6616908.76891425']"",""['50.9531', '50.97239', '50.959601875000004', '50.975204']"",""['7.01379', '6.95139', '6.96133375', '6.95021']"""
"1561947734,""['780771.5313309543', '773825.195105454', '774936.4419222977', '773686.0457419625']"",""['6613001.84499244', '6616411.285798335', '6614150.76030898', '6616908.415326371']"",""['50.9531', '50.97239', '50.95960125', '50.975201999999996']"",""['7.01379', '6.95139', '6.9613725', '6.95014']"""
"1561947735,""['780771.5313309543', '773825.195105454', '774940.755552566', '773678.2533776069']"",""['6613001.84499244', '6616411.285798335', '6614150.649849859', '6616908.061738492']"",""['50.9531', '50.97239', '50.959600625', '50.9752']"",""['7.01379', '6.95139', '6.96141125', '6.95007']"""
"1561947736,""['780771.5313309543', '773825.195105454', '774945.0691828342', '773670.4610132513']"",""['6613001.84499244', '6616411.285798335', '6614150.539390737', '6616907.708150613']"",""['50.9531', '50.97239', '50.9596', '50.975198']"",""['7.01379', '6.95139', '6.96145', '6.95']"""
"1561947737,""['780771.5313309543', '773825.195105454', '774945.4866309247', '773662.6686488958']"",""['6613001.84499244', '6616411.285798335', '6614157.6087981025', '6616907.354562734']"",""['50.9531', '50.97239', '50.95964', '50.975196']"",""['7.01379', '6.95139', '6.96145375', '6.94993']"""
"1561947738,""['780771.5313309543', '773825.195105454', '774945.9040790151', '773654.8762845403']"",""['6613001.84499244', '6616411.285798335', '6614164.678205468', '6616907.000974855']"",""['50.9531', '50.97239', '50.95968', '50.975193999999995']"",""['7.01379', '6.95139', '6.9614575', '6.94986']"""
"1561947739,""['780771.5313309543', '773825.195105454', '774946.3215271056', '773647.0839201848']"",""['6613001.84499244', '6616411.285798335', '6614171.747612833', '6616906.6473869765']"",""['50.9531', '50.97239', '50.95972', '50.975192']"",""['7.01379', '6.95139', '6.96146125', '6.94979']"""
"1561947740,""['780771.5313309543', '773825.195105454', '774946.7389751961', '773639.2915558292']"",""['6613001.84499244', '6616411.285798335', '6614178.817020198', '6616906.293799098']"",""['50.9531', '50.97239', '50.95976', '50.97519']"",""['7.01379', '6.95139', '6.9614650000000005', '6.94972']"""
"1561947741,""['780771.5313309543', '773825.195105454', '774947.1564232867', '773628.0482872591']"",""['6613001.84499244', '6616411.285798335', '6614185.886427563', '6616905.056242721']"",""['50.9531', '50.97239', '50.9598', '50.975183']"",""['7.01379', '6.95139', '6.96146875', '6.949619']"""
"1561947742,""['780771.5313309543', '773825.195105454', '774947.5738713772', '773616.805018689']"",""['6613001.84499244', '6616411.285798335', '6614192.955834928', '6616903.818686345']"",""['50.9531', '50.97239', '50.95984', '50.975176']"",""['7.01379', '6.95139', '6.9614725', '6.949518']"""
"1561947743,""['780771.5313309543', '773825.195105454', '774947.9913194675', '773605.5617501189']"",""['6613001.84499244', '6616411.285798335', '6614200.025242293', '6616902.581129968']"",""['50.9531', '50.97239', '50.95988', '50.975168999999994']"",""['7.01379', '6.95139', '6.96147625', '6.949417']"""
"1561947744,""['780771.5313309543', '773825.195105454', '774948.408767558', '773594.3184815488']"",""['6613001.84499244', '6616411.285798335', '6614207.094649659', '6616901.343573592']"",""['50.9531', '50.97239', '50.95992', '50.975162']"",""['7.01379', '6.95139', '6.96148', '6.9493160000000005']"""
"1561947745,""['780771.5313309543', '773825.195105454', '774949.1045143756', '773583.0752129786']"",""['6613001.84499244', '6616411.285798335', '6614224.32653409', '6616900.106017215']"",""['50.9531', '50.97239', '50.9600175', '50.975155']"",""['7.01379', '6.95139', '6.96148625', '6.949215000000001']"""
"1561947746,""['773825.195105454', '774949.800261193', '773571.8319444085']"",""['6616411.285798335', '6614241.55841852', '6616898.86846084']"",""['50.97239', '50.960115', '50.975148']"",""['6.95139', '6.9614925', '6.949114']"""
"1561947747,""['773825.195105454', '774950.4960080105', '773560.5886758384']"",""['6616411.285798335', '6614258.790302951', '6616897.630904463']"",""['50.97239', '50.9602125', '50.975140999999994']"",""['6.95139', '6.96149875', '6.949013']"""
"1561947748,""['773825.195105454', '774951.191754828', '773549.3454072683']"",""['6616411.285798335', '6614276.022187382', '6616896.393348087']"",""['50.97239', '50.96031', '50.975134']"",""['6.95139', '6.961505', '6.948912']"""
"1561947749,""['773825.195105454', '774951.8875016454', '773538.1021386982']"",""['6616411.285798335', '6614293.254071813', '6616895.15579171']"",""['50.97239', '50.9604075', '50.975127']"",""['6.95139', '6.96151125', '6.948811']"""
"1561947750,""['773825.195105454', '774952.5832484629', '773526.858870128']"",""['6616411.285798335', '6614310.485956244', '6616893.918235334']"",""['50.97239', '50.960505', '50.97512']"",""['6.95139', '6.961517499999999', '6.94871']"""
"1561947751,""['773825.195105454', '774953.2789952803', '773516.0608795211']"",""['6616411.285798335', '6614327.717840674', '6616900.636420944']"",""['50.97239', '50.9606025', '50.97515799999999']"",""['6.95139', '6.96152375', '6.948613']"""
"1561947752,""['773825.195105454', '774953.9747420978', '773505.2628889141']"",""['6616411.285798335', '6614344.949725105', '6616907.354606555']"",""['50.97239', '50.9607', '50.975196']"",""['6.95139', '6.96153', '6.948516']"""
"1561947753,""['773825.195105454', '774954.2530408248', '773494.4648983072']"",""['6616411.285798335', '6614354.007626506', '6616914.072792165']"",""['50.97239', '50.96075125', '50.975234']"",""['6.95139', '6.9615325', '6.948419']"""
"1561947754,""['773825.195105454', '774954.5313395518', '773483.6669077002']"",""['6616411.285798335', '6614363.065527907', '6616920.790977776']"",""['50.97239', '50.9608025', '50.975272']"",""['6.95139', '6.961535', '6.948322']"""
"1561947755,""['773825.195105454', '774954.8096382787', '773472.8689170933']"",""['6616411.285798335', '6614372.123429308', '6616927.509163386']"",""['50.97239', '50.96085375', '50.97530999999999']"",""['6.95139', '6.9615374999999995', '6.948225']"""
"1561947756,""['773825.195105454', '774955.0879370057', '773462.0709264863']"",""['6616411.285798335', '6614381.181330708', '6616934.227348996']"",""['50.97239', '50.960905', '50.975348']"",""['6.95139', '6.961539999999999', '6.948128']"""
"1561947757,""['773825.195105454', '774955.3662357327', '773451.2729358793']"",""['6616411.285798335', '6614390.239232108', '6616940.945534607']"",""['50.97239', '50.96095625', '50.975386']"",""['6.95139', '6.9615425', '6.948030999999999']"""
"1561947758,""['773825.195105454', '774955.6445344596', '773440.4749452724']"",""['6616411.285798335', '6614399.297133509', '6616947.6637202175']"",""['50.97239', '50.9610075', '50.975424']"",""['6.95139', '6.961545', '6.947934']"""
"1561947759,""['773825.195105454', '774955.9228331866', '773429.6769546655']"",""['6616411.285798335', '6614408.35503491', '6616954.381905829']"",""['50.97239', '50.96105875', '50.97546199999999']"",""['6.95139', '6.9615475', '6.947837']"""
"1561947760,""['773825.195105454', '774956.2011319136', '773418.8789640585']"",""['6616411.285798335', '6614417.41293631', '6616961.100091439']"",""['50.97239', '50.96111', '50.9755']"",""['6.95139', '6.96155', '6.94774']"""
"1561947761,""['773825.195105454', '774955.3662357327', '773412.1997946108']"",""['6616411.285798335', '6614431.552259241', '6616964.989592445']"",""['50.97239', '50.96119', '50.975522']"",""['6.95139', '6.9615425', '6.94768']"""
"1561947762,""['773825.195105454', '774954.5313395517', '773405.5206251633']"",""['6616411.285798335', '6614445.691582173', '6616968.879093452']"",""['50.97239', '50.96127', '50.975544']"",""['6.95139', '6.961535', '6.94762']"""
"1561947763,""['773825.195105454', '774953.6964433708', '773398.8414557157']"",""['6616411.285798335', '6614459.830905104', '6616972.768594459']"",""['50.97239', '50.961349999999996', '50.975566']"",""['6.95139', '6.9615275', '6.947559999999999']"""
"1561947764,""['773825.195105454', '774952.8615471898', '773392.1622862681']"",""['6616411.285798335', '6614473.970228035', '6616976.658095466']"",""['50.97239', '50.96143', '50.975588']"",""['6.95139', '6.96152', '6.9475']"""
"1561947765,""['773825.195105454', '774952.0266510089', '773385.4831168205']"",""['6616411.285798335', '6614488.109550966', '6616980.547596472']"",""['50.97239', '50.961510000000004', '50.97561']"",""['6.95139', '6.9615125', '6.94744']"""
"1561947766,""['773825.195105454', '774951.191754828', '773378.803947373']"",""['6616411.285798335', '6614502.248873897', '6616984.437097479']"",""['50.97239', '50.96159', '50.975632']"",""['6.95139', '6.961505000000001', '6.94738']"""
"1561947767,""['773825.195105454', '774950.356858647', '773372.1247779253']"",""['6616411.285798335', '6614516.388196829', '6616988.326598486']"",""['50.97239', '50.96167', '50.975654']"",""['6.95139', '6.9614975', '6.9473199999999995']"""
"1561947768,""['773825.195105454', '774949.5219624661', '773365.4456084777']"",""['6616411.285798335', '6614530.52751976', '6616992.216099492']"",""['50.97239', '50.96175', '50.975676']"",""['6.95139', '6.96149', '6.94726']"""
"1561947769,""['774949.5219624661', '773358.7664390302']"",""['6614533.399593529', '6616996.1056005']"",""['50.961766250000004', '50.975698']"",""['6.96149', '6.9472000000000005']"""
"1561947770,""['774949.5219624661', '773352.0872695826']"",""['6614536.271667299', '6616999.995101506']"",""['50.9617825', '50.97572']"",""['6.96149', '6.94714']"""
"1561947771,""['774949.5219624661', '773349.4156018036']"",""['6614539.143741068', '6617001.232673872']"",""['50.96179875', '50.975727000000006']"",""['6.96149', '6.947116']"""
"1561947772,""['774949.5219624661', '773346.7439340245']"",""['6614542.015814837', '6617002.470246239']"",""['50.961815', '50.975734']"",""['6.96149', '6.9470920000000005']"""
"1561947773,""['774949.5219624661', '773344.0722662455']"",""['6614544.887888607', '6617003.707818605']"",""['50.96183125', '50.975741']"",""['6.96149', '6.947068']"""
"1561947774,""['774949.5219624661', '773341.4005984664']"",""['6614547.759962376', '6617004.945390971']"",""['50.961847500000005', '50.975748']"",""['6.96149', '6.947044']"""
"1561947775,""['774949.5219624661', '773338.7289306874']"",""['6614550.632036146', '6617006.182963338']"",""['50.96186375', '50.97575500000001']"",""['6.96149', '6.94702']"""
"1561947776,""['774949.5219624661', '773336.0572629084']"",""['6614553.504109915', '6617007.420535705']"",""['50.96188', '50.975762']"",""['6.96149', '6.946996']"""
"1561947777,""['774950.0785599201', '773333.3855951293']"",""['6614562.120379443', '6617008.658108071']"",""['50.96192875', '50.975769']"",""['6.961495', '6.946972000000001']"""
"1561947778,""['774950.635157374', '773330.7139273504']"",""['6614570.736648971', '6617009.895680438']"",""['50.9619775', '50.975776']"",""['6.9615', '6.946948']"""
"1561947779,""['774951.191754828', '773328.0422595713']"",""['6614579.352918499', '6617011.133252804']"",""['50.96202625', '50.97578300000001']"",""['6.961505', '6.946924']"""
"1561947780,""['774951.748352282', '773325.3705917923', '773431.1241080457']"",""['6614587.969188027', '6617012.370825171', '6618273.024414802']"",""['50.962075', '50.97579', '50.98292']"",""['6.9615100000000005', '6.9469', '6.94785']"""
"1561947781,""['774952.3049497359', '773322.9215629948', '773430.2335521193']"",""['6614596.585457555', '6617013.254806574', '6618284.164360587']"",""['50.962123749999996', '50.975795000000005', '50.982983']"",""['6.961515', '6.946878', '6.947842']"""
"1561947782,""['774952.8615471899', '773320.4725341974', '773429.342996193']"",""['6614605.201727083', '6617014.138787978', '6618295.30430637']"",""['50.962172499999994', '50.9758', '50.983046']"",""['6.96152', '6.946856', '6.947834']"""
"1561947783,""['774953.4181446438', '773318.0235053998', '773428.4524402667']"",""['6614613.817996611', '6617015.022769381', '6618306.444252154']"",""['50.96222125', '50.975805', '50.983109']"",""['6.961525', '6.946834', '6.947826']"""
"1561947784,""['774953.9747420978', '773315.5744766024', '773427.5618843404']"",""['6614622.434266139', '6617015.906750785', '6618317.584197938']"",""['50.96227', '50.97581', '50.983172']"",""['6.96153', '6.946812', '6.947818']"""
"1561947785,""['774955.5053850962', '773313.1254478049', '773426.671328414']"",""['6614623.98078371', '6617016.790732189', '6618328.724143723']"",""['50.962278749999996', '50.975815', '50.983235']"",""['6.96154375', '6.94679', '6.9478100000000005']"""
"1561947786,""['774957.0360280946', '773310.6764190075', '773425.7807724876']"",""['6614625.527301282', '6617017.674713593', '6618339.864089507']"",""['50.962287499999995', '50.97582', '50.983298']"",""['6.9615575', '6.946768', '6.947802']"""
"1561947787,""['774958.566671093', '773308.22739021', '773424.8902165613']"",""['6614627.073818852', '6617018.558694997', '6618351.00403529']"",""['50.962296249999994', '50.975825', '50.983361']"",""['6.9615712499999995', '6.946746', '6.947794']"""
"1561947788,""['774960.0973140914', '773305.7783614125', '773423.999660635']"",""['6614628.620336424', '6617019.4426764', '6618362.143981075']"",""['50.962305', '50.97583', '50.983424']"",""['6.9615849999999995', '6.946724', '6.947786']"""
"1561947789,""['774961.6279570898', '773303.329332615', '773423.1091047087']"",""['6614630.166853995', '6617020.326657804', '6618373.2839268595']"",""['50.96231375', '50.975835', '50.983487000000004']"",""['6.96159875', '6.946702', '6.9477780000000005']"""
"1561947790,""['774963.1586000882', '773300.8803038176', '773422.2185487823']"",""['6614631.713371566', '6617021.210639208', '6618384.423872643']"",""['50.9623225', '50.97584', '50.98355']"",""['6.9616125', '6.94668', '6.94777']"""
"1561947791,""['774964.6892430866', '773300.8803038176', '773421.5506318376']"",""['6614633.259889137', '6617023.508995312', '6618387.429915659']"",""['50.96233125', '50.975853', '50.983567']"",""['6.96162625', '6.94668', '6.947764']"""
"1561947792,""['774966.219886085', '773300.8803038176', '773420.8827148927']"",""['6614634.806406708', '6617025.807351417', '6618390.435958676']"",""['50.96234', '50.975865999999996', '50.983584']"",""['6.96164', '6.94668', '6.947758']"""
"1561947793,""['774967.1939316294', '773300.8803038176', '773420.214797948']"",""['6614635.02733798', '6617028.105707522', '6618393.442001692']"",""['50.962341249999994', '50.975879', '50.983601']"",""['6.96164875', '6.94668', '6.947752']"""
"1561947794,""['774968.1679771739', '773300.8803038176', '773419.5468810032']"",""['6614635.2482692525', '6617030.404063626', '6618396.448044708']"",""['50.9623425', '50.975891999999995', '50.983618']"",""['6.9616575', '6.94668', '6.947746']"""
"1561947795,""['774969.1420227183', '773300.8803038176', '773418.8789640585']"",""['6614635.4692005245', '6617032.702419731', '6618399.454087725']"",""['50.96234375', '50.975905', '50.983635']"",""['6.96166625', '6.94668', '6.94774']"""
"1561947796,""['774970.1160682628', '773300.8803038176', '773418.2110471138']"",""['6614635.6901317965', '6617035.0007758355', '6618402.460130741']"",""['50.962345', '50.975918', '50.983652']"",""['6.961675', '6.94668', '6.947734']"""
"1561947797,""['774971.0901138072', '773300.8803038176', '773417.5431301689']"",""['6614635.9110630695', '6617037.29913194', '6618405.466173757']"",""['50.962346249999996', '50.975930999999996', '50.983669']"",""['6.96168375', '6.94668', '6.947728']"""
"1561947798,""['774972.0641593516', '773300.8803038176', '773416.8752132242']"",""['6614636.1319943415', '6617039.597488045', '6618408.472216773']"",""['50.9623475', '50.975944', '50.983686']"",""['6.9616925', '6.94668', '6.947722']"""
"1561947799,""['774973.0382048961', '773300.8803038176', '773416.2072962794']"",""['6614636.3529256135', '6617041.895844149', '6618411.47825979']"",""['50.962348750000004', '50.975956999999994', '50.983703']"",""['6.96170125', '6.94668', '6.947716']"""
"1561947800,""['774974.0122504405', '773300.8803038176', '773415.5393793347']"",""['6614636.573856886', '6617044.194200254', '6618414.484302806']"",""['50.96235', '50.97597', '50.98372']"",""['6.96171', '6.94668', '6.94771']"""
"1561947801,""['774980.1348224342', '773298.8765529833', '773413.4243090096']"",""['6614643.864615533', '6617053.387689015', '6618420.496421862']"",""['50.96239125', '50.976022', '50.983754']"",""['6.961765', '6.946662', '6.947691']"""
"1561947802,""['774986.2573944278', '773296.872802149', '773411.3092386845']"",""['6614651.15537418', '6617062.581177776', '6618426.50854092']"",""['50.9624325', '50.976074', '50.983788']"",""['6.96182', '6.946644', '6.947672']"""
"1561947803,""['774992.3799664214', '773294.8690513148', '773409.1941683595']"",""['6614658.446132827', '6617071.774666537', '6618432.520659978']"",""['50.96247375', '50.976125999999994', '50.983821999999996']"",""['6.961875', '6.946626', '6.947653']"""
"1561947804,""['774998.5025384151', '773292.8653004805', '773407.0790980344']"",""['6614665.736891475', '6617080.968155297', '6618438.532779034']"",""['50.962514999999996', '50.976178', '50.983855999999996']"",""['6.961930000000001', '6.946608', '6.947634']"""
"1561947805,""['775004.6251104088', '773290.8615496462', '773404.9640277093']"",""['6614673.027650122', '6617090.161644058', '6618444.544898091']"",""['50.96255625', '50.97623', '50.98389']"",""['6.961985', '6.9465900000000005', '6.947615']"""
"1561947806,""['775010.7476824024', '773288.857798812', '773402.8489573842']"",""['6614680.318408769', '6617099.35513282', '6618450.5570171485']"",""['50.9625975', '50.976282', '50.983924']"",""['6.96204', '6.946572', '6.947596']"""
"1561947807,""['775016.870254396', '773286.8540479777', '773400.7338870591']"",""['6614687.609167416', '6617108.548621581', '6618456.569136206']"",""['50.962638749999996', '50.976333999999994', '50.983958']"",""['6.962095000000001', '6.946554', '6.947577']"""
"1561947808,""['775022.9928263896', '773284.8502971435', '773398.6188167342']"",""['6614694.899926063', '6617117.742110342', '6618462.581255263']"",""['50.96268', '50.976386', '50.983992']"",""['6.96215', '6.946536', '6.947558']"""
"1561947809,""['775023.4102744801', '773282.8465463092', '773396.5037464091']"",""['6614695.562724872', '6617126.935599103', '6618468.593374319']"",""['50.96268375', '50.976438', '50.984026']"",""['6.962153750000001', '6.946518', '6.947539']"""
"1561947810,""['775023.8277225706', '773280.8427954749', '773394.388676084']"",""['6614696.22552368', '6617136.1290878635', '6618474.605493377']"",""['50.9626875', '50.97649', '50.98406']"",""['6.9621575', '6.9465', '6.94752']"""
"1561947811,""['775024.245170661', '773276.3900158432', '773393.1641616853']"",""['6614696.888322489', '6617153.278755501', '6618473.898182967']"",""['50.96269125', '50.976586999999995', '50.984056']"",""['6.96216125', '6.94646', '6.947509']"""
"1561947812,""['775024.6626187515', '773271.9372362115', '773391.9396472865']"",""['6614697.551121298', '6617170.428423139', '6618473.190872557']"",""['50.962695', '50.976684', '50.984052']"",""['6.962165000000001', '6.946420000000001', '6.9474979999999995']"""
"1561947813,""['775025.080066842', '773267.4844565797', '773390.7151328878']"",""['6614698.213920108', '6617187.578090777', '6618472.483562147']"",""['50.96269875', '50.976781', '50.984048']"",""['6.96216875', '6.94638', '6.947487']"""
"1561947814,""['775025.4975149324', '773263.031676948', '773389.4906184891']"",""['6614698.876718917', '6617204.727758414', '6618471.776251738']"",""['50.9627025', '50.976878', '50.984044']"",""['6.9621725', '6.94634', '6.947476']"""
"1561947815,""['775025.9149630229', '773258.5788973162', '773388.2661040904']"",""['6614699.539517726', '6617221.8774260525', '6618471.068941328']"",""['50.962706250000004', '50.976974999999996', '50.98404']"",""['6.96217625', '6.946300000000001', '6.947464999999999']"""
"1561947816,""['775026.3324111134', '773254.1261176845', '773387.0415896917']"",""['6614700.202316535', '6617239.02709369', '6618470.3616309175']"",""['50.96271', '50.977072', '50.984036']"",""['6.96218', '6.9462600000000005', '6.947454']"""
"1561947817,""['775030.0894439276', '773249.6733380528', '773385.8170752929']"",""['6614702.190715528', '6617256.176761327', '6618469.654320508']"",""['50.96272125', '50.977169', '50.984032']"",""['6.96221375', '6.94622', '6.947443']"""
"1561947818,""['775033.846476742', '773245.220558421', '773384.5925608942']"",""['6614704.179114522', '6617273.326428965', '6618468.947010098']"",""['50.9627325', '50.977266', '50.984028']"",""['6.9622475', '6.94618', '6.947432']"""
"1561947819,""['775037.6035095563', '773240.7677787893', '773383.3680464955']"",""['6614706.167513516', '6617290.476096603', '6618468.239699689']"",""['50.96274375', '50.977363', '50.984024']"",""['6.96228125', '6.946140000000001', '6.947420999999999']"""
"1561947820,""['775041.3605423705', '773236.3149991576', '773382.1435320968']"",""['6614708.155912509', '6617307.6257642405', '6618467.5323892785']"",""['50.962755', '50.97746', '50.98402']"",""['6.962315', '6.9461', '6.94741']"""
"1561947821,""['775045.1175751847', '773229.9697881823', '773384.3699219127']"",""['6614710.1443115035', '6617328.842343663', '6618461.520275402']"",""['50.96276625', '50.97758', '50.983986']"",""['6.962348749999999', '6.946043', '6.94743']"""
"1561947822,""['775048.874607999', '773223.6245772071', '773386.5963117285']"",""['6614712.132710497', '6617350.058923085', '6618455.508161525']"",""['50.9627775', '50.9777', '50.983952']"",""['6.9623824999999995', '6.945986', '6.94745']"""
"1561947823,""['775052.6316408133', '773217.2793662319', '773388.8227015444']"",""['6614714.121109491', '6617371.275502507', '6618449.4960476495']"",""['50.96278875', '50.97782', '50.983918']"",""['6.9624162499999995', '6.9459290000000005', '6.94747']"""
"1561947824,""['775056.3886736275', '773210.9341552567', '773391.0490913602']"",""['6614716.109508485', '6617392.492081929', '6618443.483933773']"",""['50.9628', '50.97794', '50.983884']"",""['6.96245', '6.9458720000000005', '6.94749']"""
"1561947825,""['775061.9546481672', '773204.5889442815', '773393.2754811761']"",""['6614717.656043698', '6617413.708661351', '6618437.471819896']"",""['50.96280875', '50.97806', '50.983850000000004']"",""['6.9624999999999995', '6.945815', '6.947509999999999']"""
"1561947826,""['775067.5206227069', '773198.2437333062', '773395.501870992']"",""['6614719.202578912', '6617434.925240774', '6618431.45970602']"",""['50.9628175', '50.97818', '50.983816']"",""['6.96255', '6.945758', '6.9475299999999995']"""
"1561947827,""['775073.0865972466', '773191.898522331', '773397.7282608078']"",""['6614720.749114126', '6617456.141820196', '6618425.447592143']"",""['50.96282625', '50.9783', '50.983782']"",""['6.9626', '6.945701', '6.94755']"""
"1561947828,""['775078.6525717862', '773185.5533113558', '773399.9546506237']"",""['6614722.295649339', '6617477.3583996175', '6618419.435478267']"",""['50.962835', '50.97842', '50.983748']"",""['6.96265', '6.945644', '6.94757']"""
"1561947829,""['775084.2185463259', '773179.2081003806', '773402.1810404395']"",""['6614723.842184553', '6617498.57497904', '6618413.423364391']"",""['50.962843750000005', '50.978539999999995', '50.983714']"",""['6.9627', '6.945587', '6.94759']"""
"1561947830,""['775089.7845208657', '773172.8628894053', '773404.4074302554']"",""['6614725.388719767', '6617519.791558462', '6618407.411250514']"",""['50.962852500000004', '50.97866', '50.98368']"",""['6.96275', '6.94553', '6.94761']"""
"1561947831,""['775095.3504954053', '773172.0836529698', '773404.8527082186']"",""['6614726.935254981', '6617522.797284888', '6618405.289338482']"",""['50.96286125', '50.978677', '50.983668']"",""['6.9628000000000005', '6.945523', '6.947614']"""
"1561947832,""['775100.916469945', '773171.3044165343', '773405.2979861818']"",""['6614728.481790194', '6617525.803011314', '6618403.167426449']"",""['50.96287', '50.978694', '50.983655999999996']"",""['6.96285', '6.945516', '6.947618']"""
"1561947833,""['775107.5956393926', '773170.5251800987', '773405.743264145']"",""['6614728.7027239865', '6617528.80873774', '6618401.045514418']"",""['50.96287125', '50.978711', '50.983644']"",""['6.962910000000001', '6.9455089999999995', '6.947622']"""
"1561947834,""['775114.2748088401', '773169.7459436632', '773406.1885421082']"",""['6614728.923657779', '6617531.814464166', '6618398.923602385']"",""['50.9628725', '50.978728', '50.983632']"",""['6.96297', '6.945501999999999', '6.9476260000000005']"""
"1561947835,""['775120.9539782878', '773168.9667072275', '773406.6338200714']"",""['6614729.14459157', '6617534.820190592', '6618396.801690353']"",""['50.96287375', '50.978745', '50.98362']"",""['6.96303', '6.945494999999999', '6.94763']"""
"1561947836,""['775127.6331477354', '773168.187470792', '773407.0790980344']"",""['6614729.365525362', '6617537.825917017', '6618394.679778321']"",""['50.962875', '50.978762', '50.983608']"",""['6.96309', '6.945488', '6.947634']"""
"1561947837,""['775134.3123171829', '773167.4082343564', '773407.5243759976']"",""['6614729.586459154', '6617540.831643443', '6618392.557866288']"",""['50.96287625', '50.978779', '50.983596']"",""['6.963150000000001', '6.945481', '6.947638']"""
"1561947838,""['775140.9914866305', '773166.6289979209', '773407.9696539608']"",""['6614729.8073929455', '6617543.8373698685', '6618390.435954257']"",""['50.9628775', '50.978796', '50.983584']"",""['6.96321', '6.945474', '6.947642']"""
"1561947839,""['775147.670656078', '773165.8497614854', '773408.414931924']"",""['6614730.028326738', '6617546.843096294', '6618388.314042225']"",""['50.96287875', '50.978813', '50.983571999999995']"",""['6.96327', '6.945467', '6.947646000000001']"""
"1561947840,""['775154.3498255257', '773165.0705250498', '773408.8602098871']"",""['6614730.24926053', '6617549.84882272', '6618386.192130192']"",""['50.96288', '50.97883', '50.98356']"",""['6.96333', '6.94546', '6.94765']"""
"1561947841,""['775156.0196178876', '773165.1818445406', '773409.1941683595']"",""['6614730.912062191', '6617552.500943412', '6618382.301972379']"",""['50.962883749999996', '50.978845', '50.983537999999996']"",""['6.963345', '6.945461', '6.947653000000001']"""
"1561947842,""['775157.6894102495', '773165.2931640315', '773409.5281268319']"",""['6614731.574863853', '6617555.153064103', '6618378.411814566']"",""['50.9628875', '50.978860000000005', '50.983515999999995']"",""['6.96336', '6.945462', '6.947656']"""
"1561947843,""['775159.3592026114', '773165.4044835222', '773409.8620853043']"",""['6614732.237665515', '6617557.805184795', '6618374.5216567535']"",""['50.96289125', '50.978875', '50.983494']"",""['6.963375', '6.945463', '6.947659']"""
"1561947844,""['775161.0289949733', '773165.515803013', '773410.1960437767']"",""['6614732.900467177', '6617560.457305486', '6618370.63149894']"",""['50.962895', '50.97889', '50.983472']"",""['6.96339', '6.945464', '6.947662']"""
"1561947845,""['775162.6987873352', '773165.6271225038', '773410.530002249']"",""['6614733.563268838', '6617563.109426178', '6618366.741341127']"",""['50.96289875', '50.978905', '50.98345']"",""['6.963405', '6.945465', '6.947665000000001']"""
"1561947846,""['775164.3685796971', '773165.7384419946', '773410.8639607214']"",""['6614734.226070501', '6617565.761546869', '6618362.851183314']"",""['50.9629025', '50.97892', '50.983427999999996']"",""['6.96342', '6.945466', '6.947668']"""
"1561947847,""['775166.038372059', '773165.8497614855', '773411.1979191938']"",""['6614734.888872162', '6617568.413667561', '6618358.961025501']"",""['50.96290625', '50.978935', '50.983405999999995']"",""['6.963435', '6.945467', '6.947671']"""
"1561947848,""['775167.7081644209', '773165.9610809762', '773411.5318776662']"",""['6614735.551673824', '6617571.065788252', '6618355.070867688']"",""['50.96291', '50.97895', '50.983384']"",""['6.96345', '6.945468', '6.947674']"""
